time,kitchen_outlets2
2011-04-20 18:18:04,1096.0
2011-04-20 18:18:08,1091.0
2011-04-20 18:18:11,1087.0
2011-04-20 18:18:20,1082.0
2011-04-20 18:18:24,1082.0
2011-04-20 18:18:27,1082.0
2011-04-20 18:18:31,1083.0
2011-04-20 18:18:35,1082.0
2011-04-20 18:18:38,1082.0
2011-04-20 18:18:42,1082.0
2011-04-20 18:18:46,1082.0
2011-04-20 18:18:50,1082.0
2011-04-20 18:18:53,1081.0
2011-04-20 18:18:57,1081.0
2011-04-20 18:19:01,1082.0
2011-04-20 18:19:04,1082.0
2011-04-20 18:19:08,1081.0
2011-04-20 18:19:12,1082.0
2011-04-20 18:19:20,1081.0
2011-04-20 18:19:24,1082.0
2011-04-20 18:19:27,1081.0
2011-04-20 18:19:31,1081.0
2011-04-20 18:19:34,1080.0
2011-04-20 18:19:38,1081.0
2011-04-20 18:19:42,1080.0
2011-04-20 18:19:45,1081.0
2011-04-20 18:19:49,1081.0
2011-04-20 18:19:53,1081.0
2011-04-20 18:19:57,1080.0
2011-04-20 18:20:00,1081.0
2011-04-20 18:20:04,1080.0
2011-04-20 18:20:07,1080.0
2011-04-20 18:20:11,1080.0
2011-04-20 18:20:19,1080.0
2011-04-20 18:20:23,1080.0
2011-04-20 18:20:26,1082.0
2011-04-20 18:20:30,1081.0
2011-04-20 18:20:34,1081.0
2011-04-20 18:20:37,1081.0
2011-04-20 18:20:41,1081.0
2011-04-20 18:20:45,1082.0
2011-04-20 18:20:49,1081.0
2011-04-20 18:20:52,1081.0
2011-04-20 18:20:56,1080.0
2011-04-20 18:21:00,1081.0
2011-04-20 18:21:03,1080.0
2011-04-20 18:21:07,1080.0
2011-04-20 18:21:11,1081.0
2011-04-20 18:21:20,1079.0
2011-04-20 18:21:24,1080.0
2011-04-20 18:21:27,1079.0
2011-04-20 18:21:31,1079.0
2011-04-20 18:21:35,1079.0
2011-04-20 18:21:38,1079.0
2011-04-20 18:21:42,1079.0
2011-04-20 18:21:46,1079.0
2011-04-20 18:21:50,1078.0
2011-04-20 18:21:53,1079.0
2011-04-20 18:21:57,1079.0
2011-04-20 18:22:01,1079.0
2011-04-20 18:22:05,1079.0
2011-04-20 18:22:08,1079.0
2011-04-20 18:22:12,1079.0
2011-04-20 18:22:21,1079.0
2011-04-20 18:22:24,1079.0
2011-04-20 18:22:28,1078.0
2011-04-20 18:22:31,1079.0
2011-04-20 18:22:35,1078.0
2011-04-20 18:22:39,1079.0
2011-04-20 18:22:43,1079.0
2011-04-20 18:22:46,1078.0
2011-04-20 18:22:50,1078.0
2011-04-20 18:22:53,1079.0
2011-04-20 18:22:57,1077.0
2011-04-20 18:23:00,1077.0
2011-04-20 18:23:04,1075.0
