time,aggregate
2011-04-20 00:00:00,4.0
2011-04-20 00:00:03,4.0
2011-04-20 00:00:07,4.0
2011-04-20 00:00:10,5.0
2011-04-20 00:00:20,4.0
2011-04-20 00:00:23,5.0
2011-04-20 00:00:26,4.0
2011-04-20 00:00:30,4.0
2011-04-20 00:00:33,4.0
2011-04-20 00:00:37,4.0
2011-04-20 00:00:40,4.0
2011-04-20 00:00:44,5.0
2011-04-20 00:00:47,4.0
2011-04-20 00:00:51,4.0
2011-04-20 00:00:54,4.0
2011-04-20 00:00:57,5.0
2011-04-20 00:01:01,5.0
2011-04-20 00:01:04,4.0
2011-04-20 00:01:08,4.0
2011-04-20 00:01:17,4.0
2011-04-20 00:01:20,5.0
2011-04-20 00:01:23,5.0
2011-04-20 00:01:27,4.0
2011-04-20 00:01:30,4.0
2011-04-20 00:01:34,4.0
2011-04-20 00:01:37,4.0
2011-04-20 00:01:41,4.0
2011-04-20 00:01:44,4.0
2011-04-20 00:01:48,4.0
2011-04-20 00:01:51,5.0
2011-04-20 00:01:55,5.0
2011-04-20 00:01:58,5.0
2011-04-20 00:02:01,5.0
2011-04-20 00:02:05,4.0
2011-04-20 00:02:08,4.0
2011-04-20 00:02:17,4.0
2011-04-20 00:02:21,4.0
2011-04-20 00:02:24,4.0
2011-04-20 00:02:28,4.0
2011-04-20 00:02:31,4.0
2011-04-20 00:02:35,4.0
2011-04-20 00:02:38,4.0
2011-04-20 00:02:41,4.0
2011-04-20 00:02:45,4.0
2011-04-20 00:02:48,4.0
2011-04-20 00:02:52,4.0
2011-04-20 00:02:55,5.0
2011-04-20 00:02:59,4.0
2011-04-20 00:03:02,4.0
2011-04-20 00:03:06,4.0
2011-04-20 00:03:09,4.0
2011-04-20 00:03:18,5.0
2011-04-20 00:03:21,4.0
2011-04-20 00:03:25,4.0
2011-04-20 00:03:28,4.0
2011-04-20 00:03:32,4.0
2011-04-20 00:03:35,4.0
2011-04-20 00:03:38,4.0
2011-04-20 00:03:42,4.0
2011-04-20 00:03:45,4.0
2011-04-20 00:03:49,4.0
2011-04-20 00:03:52,4.0
2011-04-20 00:03:56,5.0
2011-04-20 00:03:59,4.0
2011-04-20 00:04:03,4.0
2011-04-20 00:04:06,4.0
2011-04-20 00:04:09,4.0
2011-04-20 00:04:18,4.0
2011-04-20 00:04:22,4.0
2011-04-20 00:04:25,5.0
2011-04-20 00:04:29,4.0
2011-04-20 00:04:32,4.0
2011-04-20 00:04:36,4.0
2011-04-20 00:04:39,5.0
2011-04-20 00:04:42,5.0
2011-04-20 00:04:46,5.0
2011-04-20 00:04:50,4.0
2011-04-20 00:04:53,4.0
2011-04-20 00:04:56,5.0
2011-04-20 00:05:00,4.0
2011-04-20 00:05:03,4.0
2011-04-20 00:05:07,4.0
2011-04-20 00:05:10,4.0
2011-04-20 00:05:19,5.0
2011-04-20 00:05:22,4.0
2011-04-20 00:05:26,5.0
2011-04-20 00:05:29,4.0
2011-04-20 00:05:33,5.0
2011-04-20 00:05:36,4.0
2011-04-20 00:05:40,4.0
2011-04-20 00:05:43,4.0
2011-04-20 00:05:46,4.0
2011-04-20 00:05:50,4.0
2011-04-20 00:05:53,4.0
2011-04-20 00:05:57,5.0
2011-04-20 00:06:00,5.0
2011-04-20 00:06:03,4.0
2011-04-20 00:06:07,4.0
2011-04-20 00:06:10,4.0
2011-04-20 00:06:19,5.0
