time,aggregate
2011-04-20 00:00:00,372.23
2011-04-20 00:00:01,369.28
2011-04-20 00:00:02,367.77
2011-04-20 00:00:03,368.24
2011-04-20 00:00:04,370.34
2011-04-20 00:00:05,368.98
2011-04-20 00:00:06,366.45
2011-04-20 00:00:07,366.46000000000004
2011-04-20 00:00:08,366.94
2011-04-20 00:00:09,369.85
2011-04-20 00:00:10,370.07
2011-04-20 00:00:11,368.23
2011-04-20 00:00:12,366.92
2011-04-20 00:00:13,367.37
2011-04-20 00:00:14,370.24
2011-04-20 00:00:15,368.77
2011-04-20 00:00:16,364.98
2011-04-20 00:00:17,365.75
2011-04-20 00:00:18,366.61
2011-04-20 00:00:19,368.18
2011-04-20 00:00:20,368.03
2011-04-20 00:00:21,365.93
2011-04-20 00:00:22,366.44
2011-04-20 00:00:23,365.66999999999996
2011-04-20 00:00:24,366.97
2011-04-20 00:00:25,366.21
2011-04-20 00:00:26,367.41999999999996
2011-04-20 00:00:27,366.23
2011-04-20 00:00:28,365.76
2011-04-20 00:00:29,368.43
2011-04-20 00:00:30,369.66999999999996
2011-04-20 00:00:31,366.35
2011-04-20 00:00:32,366.2
2011-04-20 00:00:33,365.40999999999997
2011-04-20 00:00:34,366.71000000000004
2011-04-20 00:00:35,366.66
2011-04-20 00:00:36,367.44
2011-04-20 00:00:37,366.40999999999997
2011-04-20 00:00:38,364.7
2011-04-20 00:00:39,366.46
2011-04-20 00:00:40,367.41
2011-04-20 00:00:41,365.43
2011-04-20 00:00:42,363.97
2011-04-20 00:00:43,365.77
2011-04-20 00:00:44,368.71999999999997
2011-04-20 00:00:45,366.93
2011-04-20 00:00:46,364.08
2011-04-20 00:00:47,363.65999999999997
2011-04-20 00:00:48,367.35
2011-04-20 00:00:49,367.42
2011-04-20 00:00:50,364.83
2011-04-20 00:00:51,363.45
2011-04-20 00:00:52,364.7
2011-04-20 00:00:53,365.51
2011-04-20 00:00:54,366.41
2011-04-20 00:00:55,366.16999999999996
2011-04-20 00:00:56,363.37
2011-04-20 00:00:57,364.5
2011-04-20 00:00:58,365.17
2011-04-20 00:00:59,365.99
2011-04-20 00:01:00,365.77
2011-04-20 00:01:01,363.9
2011-04-20 00:01:02,364.55
2011-04-20 00:01:03,363.78000000000003
2011-04-20 00:01:04,366.62
2011-04-20 00:01:05,366.41999999999996
2011-04-20 00:01:06,362.53
2011-04-20 00:01:07,363.18
2011-04-20 00:01:08,367.36
2011-04-20 00:01:09,365.02
2011-04-20 00:01:10,365.23
2011-04-20 00:01:11,361.91
2011-04-20 00:01:12,363.57
2011-04-20 00:01:13,365.16999999999996
2011-04-20 00:01:14,365.19
2011-04-20 00:01:15,363.96
2011-04-20 00:01:16,363.65
2011-04-20 00:01:17,366.05
2011-04-20 00:01:18,364.31
2011-04-20 00:01:19,363.64
2011-04-20 00:01:20,363.47
2011-04-20 00:01:21,363.40999999999997
2011-04-20 00:01:22,361.54
2011-04-20 00:01:23,363.19
2011-04-20 00:01:24,363.16
2011-04-20 00:01:25,362.02
2011-04-20 00:01:26,361.78000000000003
2011-04-20 00:01:27,363.58
2011-04-20 00:01:28,362.78000000000003
2011-04-20 00:01:29,361.1
2011-04-20 00:01:30,361.36
2011-04-20 00:01:31,363.22
2011-04-20 00:01:32,362.0
2011-04-20 00:01:33,361.5
2011-04-20 00:01:34,362.27
2011-04-20 00:01:35,363.1
2011-04-20 00:01:36,361.22
2011-04-20 00:01:37,361.0
2011-04-20 00:01:38,362.9
2011-04-20 00:01:39,362.0
2011-04-20 00:01:40,361.78
2011-04-20 00:01:41,361.78
2011-04-20 00:01:42,362.82
2011-04-20 00:01:43,362.08
2011-04-20 00:01:44,360.83000000000004
2011-04-20 00:01:45,361.74
2011-04-20 00:01:46,362.03000000000003
2011-04-20 00:01:47,362.47
2011-04-20 00:01:48,361.88
2011-04-20 00:01:49,361.03
2011-04-20 00:01:50,362.32
2011-04-20 00:01:51,361.56
2011-04-20 00:01:52,360.43
2011-04-20 00:01:53,361.26
2011-04-20 00:01:54,362.05
2011-04-20 00:01:55,361.61
2011-04-20 00:01:56,360.67
2011-04-20 00:01:57,360.56
2011-04-20 00:01:58,361.75
2011-04-20 00:01:59,361.2
2011-04-20 00:02:00,360.47
2011-04-20 00:02:01,361.31
2011-04-20 00:02:02,362.61
2011-04-20 00:02:03,361.66
2011-04-20 00:02:04,361.03
2011-04-20 00:02:05,360.32
2011-04-20 00:02:06,361.99
2011-04-20 00:02:07,361.37
2011-04-20 00:02:08,360.26
2011-04-20 00:02:09,360.2
2011-04-20 00:02:10,361.89
2011-04-20 00:02:11,361.49
2011-04-20 00:02:12,361.33
2011-04-20 00:02:13,359.83
2011-04-20 00:02:14,360.43
2011-04-20 00:02:15,361.57
2011-04-20 00:02:16,362.64
2011-04-20 00:02:17,361.43
2011-04-20 00:02:18,359.63
2011-04-20 00:02:19,360.77
2011-04-20 00:02:20,359.57
2011-04-20 00:02:21,360.03
2011-04-20 00:02:22,359.14
2011-04-20 00:02:23,360.3
2011-04-20 00:02:24,361.13
2011-04-20 00:02:25,359.68
2011-04-20 00:02:26,359.4
2011-04-20 00:02:27,359.7
2011-04-20 00:02:28,360.65
2011-04-20 00:02:29,358.99
2011-04-20 00:02:30,359.07
2011-04-20 00:02:31,360.53000000000003
2011-04-20 00:02:32,360.52
2011-04-20 00:02:33,360.44
2011-04-20 00:02:34,358.90999999999997
2011-04-20 00:02:35,358.69
2011-04-20 00:02:36,359.99
2011-04-20 00:02:37,360.02
2011-04-20 00:02:38,359.52
2011-04-20 00:02:39,357.96999999999997
2011-04-20 00:02:40,360.06
2011-04-20 00:02:41,359.56
2011-04-20 00:02:42,360.4
2011-04-20 00:02:43,358.81
2011-04-20 00:02:44,358.49
2011-04-20 00:02:45,359.99
2011-04-20 00:02:46,360.18
2011-04-20 00:02:47,359.0
2011-04-20 00:02:48,358.75
2011-04-20 00:02:49,359.96
2011-04-20 00:02:50,360.0
2011-04-20 00:02:51,360.0
2011-04-20 00:02:52,359.37
2011-04-20 00:02:53,358.15
2011-04-20 00:02:54,359.68
2011-04-20 00:02:55,360.15
2011-04-20 00:02:56,359.19
2011-04-20 00:02:57,358.01
2011-04-20 00:02:58,359.82
2011-04-20 00:02:59,359.62
2011-04-20 00:03:00,359.38
2011-04-20 00:03:01,358.41
2011-04-20 00:03:02,358.11
2011-04-20 00:03:03,359.09000000000003
2011-04-20 00:03:04,359.56
2011-04-20 00:03:05,358.42
2011-04-20 00:03:06,358.61
2011-04-20 00:03:07,359.57
2011-04-20 00:03:08,359.47
2011-04-20 00:03:09,359.53999999999996
2011-04-20 00:03:10,358.5
2011-04-20 00:03:11,357.97
2011-04-20 00:03:12,359.6
2011-04-20 00:03:13,359.28999999999996
2011-04-20 00:03:14,358.28999999999996
2011-04-20 00:03:15,358.06
2011-04-20 00:03:16,358.94
2011-04-20 00:03:17,359.72
2011-04-20 00:03:18,358.65
2011-04-20 00:03:19,358.28
2011-04-20 00:03:20,357.46
2011-04-20 00:03:21,359.33
2011-04-20 00:03:22,358.66
2011-04-20 00:03:23,358.17
2011-04-20 00:03:24,358.65999999999997
2011-04-20 00:03:25,359.37
2011-04-20 00:03:26,359.2
2011-04-20 00:03:27,359.28
2011-04-20 00:03:28,358.35
2011-04-20 00:03:29,358.45
2011-04-20 00:03:30,358.94
2011-04-20 00:03:31,359.14
2011-04-20 00:03:32,358.57
2011-04-20 00:03:33,357.90999999999997
2011-04-20 00:03:34,358.67
2011-04-20 00:03:35,359.03999999999996
2011-04-20 00:03:36,359.23
2011-04-20 00:03:37,358.25
2011-04-20 00:03:38,357.16
2011-04-20 00:03:39,358.89
2011-04-20 00:03:40,358.68
2011-04-20 00:03:41,358.42
2011-04-20 00:03:42,357.59
2011-04-20 00:03:43,358.57
2011-04-20 00:03:44,358.47
2011-04-20 00:03:45,358.12
2011-04-20 00:03:46,358.15
2011-04-20 00:03:47,357.09000000000003
2011-04-20 00:03:48,358.3
2011-04-20 00:03:49,358.72
