time,aggregate
2011-04-20 00:00:00,1.0
2011-04-20 00:00:03,1.0
2011-04-20 00:00:07,1.0
2011-04-20 00:00:10,1.0
2011-04-20 00:00:20,1.0
2011-04-20 00:00:23,1.0
2011-04-20 00:00:26,1.0
2011-04-20 00:00:30,1.0
2011-04-20 00:00:33,1.0
2011-04-20 00:00:37,1.0
2011-04-20 00:00:40,1.0
2011-04-20 00:00:44,1.0
2011-04-20 00:00:47,1.0
2011-04-20 00:00:51,1.0
2011-04-20 00:00:54,1.0
2011-04-20 00:00:57,1.0
2011-04-20 00:01:01,1.0
2011-04-20 00:01:04,1.0
2011-04-20 00:01:08,1.0
2011-04-20 00:01:17,1.0
2011-04-20 00:01:20,2.0
2011-04-20 00:01:23,1.0
2011-04-20 00:01:27,1.0
2011-04-20 00:01:30,1.0
2011-04-20 00:01:34,1.0
2011-04-20 00:01:37,1.0
2011-04-20 00:01:41,1.0
2011-04-20 00:01:44,1.0
2011-04-20 00:01:48,2.0
2011-04-20 00:01:51,1.0
2011-04-20 00:01:55,2.0
2011-04-20 00:01:58,1.0
2011-04-20 00:02:01,1.0
2011-04-20 00:02:05,1.0
2011-04-20 00:02:08,1.0
2011-04-20 00:02:17,1.0
2011-04-20 00:02:21,1.0
2011-04-20 00:02:24,1.0
2011-04-20 00:02:28,1.0
2011-04-20 00:02:31,1.0
2011-04-20 00:02:35,1.0
2011-04-20 00:02:38,1.0
2011-04-20 00:02:41,1.0
2011-04-20 00:02:45,1.0
2011-04-20 00:02:48,1.0
2011-04-20 00:02:52,1.0
2011-04-20 00:02:55,2.0
2011-04-20 00:02:59,2.0
2011-04-20 00:03:02,1.0
2011-04-20 00:03:06,1.0
2011-04-20 00:03:09,1.0
2011-04-20 00:03:18,2.0
2011-04-20 00:03:21,1.0
2011-04-20 00:03:25,1.0
2011-04-20 00:03:28,1.0
2011-04-20 00:03:32,1.0
2011-04-20 00:03:35,1.0
2011-04-20 00:03:38,1.0
2011-04-20 00:03:42,1.0
2011-04-20 00:03:45,1.0
2011-04-20 00:03:49,1.0
2011-04-20 00:03:52,1.0
2011-04-20 00:03:56,1.0
2011-04-20 00:03:59,1.0
2011-04-20 00:04:03,1.0
2011-04-20 00:04:06,1.0
2011-04-20 00:04:09,1.0
2011-04-20 00:04:18,1.0
2011-04-20 00:04:22,1.0
2011-04-20 00:04:25,1.0
2011-04-20 00:04:29,1.0
2011-04-20 00:04:32,1.0
2011-04-20 00:04:36,1.0
2011-04-20 00:04:39,1.0
2011-04-20 00:04:42,1.0
2011-04-20 00:04:46,2.0
2011-04-20 00:04:50,1.0
2011-04-20 00:04:53,1.0
2011-04-20 00:04:56,1.0
2011-04-20 00:05:00,1.0
2011-04-20 00:05:03,1.0
2011-04-20 00:05:07,2.0
2011-04-20 00:05:10,1.0
2011-04-20 00:05:19,1.0
2011-04-20 00:05:22,1.0
2011-04-20 00:05:26,1.0
2011-04-20 00:05:29,1.0
2011-04-20 00:05:33,2.0
2011-04-20 00:05:36,1.0
2011-04-20 00:05:40,1.0
2011-04-20 00:05:43,1.0
2011-04-20 00:05:46,1.0
2011-04-20 00:05:50,1.0
2011-04-20 00:05:53,1.0
2011-04-20 00:05:57,1.0
2011-04-20 00:06:00,2.0
2011-04-20 00:06:03,1.0
2011-04-20 00:06:07,1.0
2011-04-20 00:06:10,2.0
2011-04-20 00:06:19,2.0
2011-04-20 00:06:23,1.0
2011-04-20 00:06:26,1.0
2011-04-20 00:06:30,2.0
2011-04-20 00:06:33,2.0
2011-04-20 00:06:36,1.0
2011-04-20 00:06:40,1.0
2011-04-20 00:06:43,1.0
2011-04-20 00:06:47,1.0
2011-04-20 00:06:50,1.0
2011-04-20 00:06:54,1.0
2011-04-20 00:06:57,1.0
2011-04-20 00:07:01,1.0
2011-04-20 00:07:04,2.0
2011-04-20 00:07:08,1.0
2011-04-20 00:07:11,1.0
2011-04-20 00:07:20,1.0
2011-04-20 00:07:23,1.0
2011-04-20 00:07:27,1.0
2011-04-20 00:07:30,1.0
2011-04-20 00:07:34,1.0
2011-04-20 00:07:37,1.0
2011-04-20 00:07:41,2.0
2011-04-20 00:07:44,1.0
2011-04-20 00:07:47,1.0
2011-04-20 00:07:51,1.0
2011-04-20 00:07:54,1.0
2011-04-20 00:07:58,1.0
2011-04-20 00:08:01,1.0
2011-04-20 00:08:05,1.0
2011-04-20 00:08:08,1.0
2011-04-20 00:08:17,1.0
2011-04-20 00:08:20,1.0
2011-04-20 00:08:24,1.0
2011-04-20 00:08:27,1.0
2011-04-20 00:08:31,1.0
2011-04-20 00:08:34,1.0
2011-04-20 00:08:37,1.0
2011-04-20 00:08:41,1.0
2011-04-20 00:08:44,1.0
2011-04-20 00:08:48,2.0
2011-04-20 00:08:51,1.0
2011-04-20 00:08:55,1.0
2011-04-20 00:08:58,1.0
2011-04-20 00:09:02,1.0
2011-04-20 00:09:05,1.0
2011-04-20 00:09:09,1.0
2011-04-20 00:09:17,1.0
2011-04-20 00:09:21,1.0
2011-04-20 00:09:24,1.0
2011-04-20 00:09:28,1.0
2011-04-20 00:09:31,1.0
2011-04-20 00:09:35,1.0
2011-04-20 00:09:38,1.0
2011-04-20 00:09:42,2.0
2011-04-20 00:09:45,1.0
2011-04-20 00:09:49,2.0
2011-04-20 00:09:52,2.0
2011-04-20 00:09:55,1.0
2011-04-20 00:09:59,1.0
2011-04-20 00:10:02,2.0
2011-04-20 00:10:06,2.0
2011-04-20 00:10:09,1.0
2011-04-20 00:10:18,1.0
2011-04-20 00:10:22,1.0
2011-04-20 00:10:25,1.0
2011-04-20 00:10:29,1.0
2011-04-20 00:10:32,1.0
2011-04-20 00:10:36,1.0
2011-04-20 00:10:39,1.0
2011-04-20 00:10:42,1.0
2011-04-20 00:10:46,1.0
2011-04-20 00:10:49,1.0
2011-04-20 00:10:53,1.0
2011-04-20 00:10:56,2.0
2011-04-20 00:11:00,1.0
2011-04-20 00:11:03,1.0
2011-04-20 00:11:07,1.0
2011-04-20 00:11:10,1.0
2011-04-20 00:11:19,1.0
2011-04-20 00:11:22,1.0
2011-04-20 00:11:26,1.0
2011-04-20 00:11:29,1.0
2011-04-20 00:11:33,1.0
2011-04-20 00:11:36,1.0
2011-04-20 00:11:39,1.0
2011-04-20 00:11:43,1.0
2011-04-20 00:11:46,1.0
2011-04-20 00:11:50,1.0
2011-04-20 00:11:53,1.0
2011-04-20 00:11:57,1.0
2011-04-20 00:12:00,1.0
2011-04-20 00:12:04,1.0
2011-04-20 00:12:07,2.0
2011-04-20 00:12:11,1.0
2011-04-20 00:12:19,1.0
2011-04-20 00:12:23,1.0
2011-04-20 00:12:26,1.0
2011-04-20 00:12:30,1.0
2011-04-20 00:12:33,1.0
2011-04-20 00:12:36,1.0
2011-04-20 00:12:40,2.0
2011-04-20 00:12:43,1.0
2011-04-20 00:12:47,1.0
2011-04-20 00:12:50,1.0
2011-04-20 00:12:54,1.0
2011-04-20 00:12:57,1.0
2011-04-20 00:13:01,1.0
2011-04-20 00:13:04,1.0
2011-04-20 00:13:07,1.0
2011-04-20 00:13:11,2.0
2011-04-20 00:13:20,1.0
2011-04-20 00:13:23,1.0
2011-04-20 00:13:27,1.0
2011-04-20 00:13:30,1.0
2011-04-20 00:13:33,1.0
2011-04-20 00:14:08,1.0
2011-04-20 00:14:20,1.0
2011-04-20 00:14:24,1.0
2011-04-20 00:14:17,1.0
2011-04-20 00:14:27,1.0
2011-04-20 00:14:31,1.0
2011-04-20 00:14:34,1.0
2011-04-20 00:14:38,1.0
2011-04-20 00:14:41,1.0
2011-04-20 00:14:45,1.0
2011-04-20 00:14:48,1.0
2011-04-20 00:14:51,1.0
2011-04-20 00:14:55,1.0
2011-04-20 00:14:58,1.0
2011-04-20 00:15:02,1.0
2011-04-20 00:15:05,1.0
2011-04-20 00:15:09,1.0
2011-04-20 00:15:18,1.0
2011-04-20 00:15:22,1.0
2011-04-20 00:15:25,1.0
2011-04-20 00:15:29,1.0
2011-04-20 00:15:32,1.0
2011-04-20 00:15:35,1.0
2011-04-20 00:15:39,1.0
2011-04-20 00:15:42,1.0
2011-04-20 00:15:46,1.0
2011-04-20 00:15:49,1.0
2011-04-20 00:15:53,1.0
2011-04-20 00:15:56,1.0
2011-04-20 00:15:59,1.0
2011-04-20 00:16:03,1.0
2011-04-20 00:16:06,1.0
2011-04-20 00:16:10,1.0
2011-04-20 00:16:18,1.0
2011-04-20 00:16:22,1.0
2011-04-20 00:16:25,1.0
2011-04-20 00:16:29,1.0
2011-04-20 00:16:32,1.0
2011-04-20 00:16:36,1.0
2011-04-20 00:16:39,1.0
2011-04-20 00:16:43,1.0
2011-04-20 00:16:46,1.0
2011-04-20 00:16:49,1.0
2011-04-20 00:16:53,1.0
2011-04-20 00:16:56,1.0
2011-04-20 00:17:00,1.0
2011-04-20 00:17:03,1.0
2011-04-20 00:17:07,1.0
2011-04-20 00:17:10,1.0
2011-04-20 00:17:19,1.0
2011-04-20 00:17:22,1.0
2011-04-20 00:17:26,1.0
2011-04-20 00:17:29,1.0
2011-04-20 00:17:33,1.0
2011-04-20 00:17:36,1.0
2011-04-20 00:17:40,1.0
2011-04-20 00:17:43,1.0
2011-04-20 00:17:46,1.0
2011-04-20 00:17:50,1.0
2011-04-20 00:17:53,1.0
2011-04-20 00:17:57,1.0
2011-04-20 00:18:00,1.0
2011-04-20 00:18:04,1.0
2011-04-20 00:18:07,1.0
2011-04-20 00:18:11,1.0
2011-04-20 00:18:19,1.0
2011-04-20 00:18:23,1.0
2011-04-20 00:18:26,1.0
2011-04-20 00:18:30,1.0
2011-04-20 00:18:33,1.0
2011-04-20 00:18:37,1.0
2011-04-20 00:18:40,1.0
2011-04-20 00:18:43,1.0
2011-04-20 00:18:47,1.0
2011-04-20 00:18:50,1.0
2011-04-20 00:18:54,1.0
2011-04-20 00:18:57,1.0
2011-04-20 00:19:01,1.0
2011-04-20 00:19:04,1.0
2011-04-20 00:19:08,1.0
2011-04-20 00:19:17,1.0
2011-04-20 00:19:20,1.0
2011-04-20 00:19:24,1.0
2011-04-20 00:19:27,1.0
2011-04-20 00:19:30,1.0
2011-04-20 00:19:34,1.0
2011-04-20 00:19:37,1.0
2011-04-20 00:19:41,1.0
2011-04-20 00:19:44,1.0
2011-04-20 00:19:48,1.0
2011-04-20 00:19:51,1.0
2011-04-20 00:19:55,1.0
2011-04-20 00:19:58,1.0
2011-04-20 00:20:02,1.0
2011-04-20 00:20:05,1.0
2011-04-20 00:20:08,1.0
2011-04-20 00:20:17,1.0
2011-04-20 00:20:21,1.0
2011-04-20 00:20:24,1.0
2011-04-20 00:20:28,1.0
2011-04-20 00:20:31,1.0
2011-04-20 00:20:35,1.0
2011-04-20 00:20:38,1.0
2011-04-20 00:20:42,1.0
2011-04-20 00:20:45,1.0
2011-04-20 00:20:48,1.0
2011-04-20 00:20:52,1.0
2011-04-20 00:20:55,1.0
2011-04-20 00:20:59,1.0
2011-04-20 00:21:02,1.0
2011-04-20 00:21:06,1.0
2011-04-20 00:21:09,1.0
2011-04-20 00:21:18,1.0
2011-04-20 00:21:21,1.0
2011-04-20 00:21:25,1.0
2011-04-20 00:21:28,1.0
2011-04-20 00:21:32,1.0
2011-04-20 00:21:35,1.0
2011-04-20 00:21:38,1.0
2011-04-20 00:21:42,1.0
2011-04-20 00:21:45,1.0
2011-04-20 00:21:49,1.0
2011-04-20 00:21:52,1.0
2011-04-20 00:21:56,1.0
2011-04-20 00:21:59,1.0
2011-04-20 00:22:03,1.0
2011-04-20 00:22:06,1.0
2011-04-20 00:22:10,1.0
2011-04-20 00:22:18,1.0
2011-04-20 00:22:22,1.0
2011-04-20 00:22:25,1.0
2011-04-20 00:22:28,1.0
2011-04-20 00:22:32,1.0
2011-04-20 00:22:35,1.0
2011-04-20 00:22:39,1.0
2011-04-20 00:22:42,1.0
2011-04-20 00:22:46,1.0
2011-04-20 00:22:49,1.0
2011-04-20 00:22:53,1.0
2011-04-20 00:22:56,1.0
2011-04-20 00:23:00,1.0
2011-04-20 00:23:03,1.0
2011-04-20 00:23:07,1.0
2011-04-20 00:23:10,1.0
2011-04-20 00:23:19,1.0
2011-04-20 00:23:22,1.0
2011-04-20 00:23:26,1.0
2011-04-20 00:23:29,1.0
2011-04-20 00:23:33,1.0
2011-04-20 00:23:36,1.0
2011-04-20 00:23:39,1.0
2011-04-20 00:23:43,1.0
2011-04-20 00:23:46,1.0
2011-04-20 00:23:50,1.0
2011-04-20 00:23:53,1.0
2011-04-20 00:23:57,1.0
2011-04-20 00:24:00,1.0
2011-04-20 00:24:03,1.0
2011-04-20 00:24:07,1.0
2011-04-20 00:24:10,1.0
2011-04-20 00:24:19,1.0
2011-04-20 00:24:23,1.0
2011-04-20 00:24:26,1.0
2011-04-20 00:24:29,1.0
2011-04-20 00:24:33,1.0
2011-04-20 00:24:36,1.0
2011-04-20 00:24:40,1.0
2011-04-20 00:24:43,1.0
2011-04-20 00:24:47,1.0
2011-04-20 00:24:50,1.0
2011-04-20 00:24:54,1.0
2011-04-20 00:24:57,1.0
2011-04-20 00:25:00,1.0
2011-04-20 00:25:04,1.0
2011-04-20 00:25:07,1.0
2011-04-20 00:25:11,1.0
2011-04-20 00:25:20,1.0
2011-04-20 00:25:23,1.0
2011-04-20 00:25:26,1.0
2011-04-20 00:25:30,1.0
2011-04-20 00:25:33,1.0
2011-04-20 00:25:37,1.0
2011-04-20 00:25:40,1.0
2011-04-20 00:25:44,1.0
2011-04-20 00:25:47,1.0
2011-04-20 00:25:51,1.0
2011-04-20 00:25:54,1.0
2011-04-20 00:25:58,1.0
2011-04-20 00:26:01,1.0
2011-04-20 00:26:04,1.0
2011-04-20 00:26:08,1.0
2011-04-20 00:26:17,1.0
2011-04-20 00:26:20,1.0
2011-04-20 00:26:24,1.0
2011-04-20 00:26:27,1.0
2011-04-20 00:26:30,1.0
2011-04-20 00:26:34,1.0
2011-04-20 00:26:37,1.0
2011-04-20 00:26:41,1.0
2011-04-20 00:26:44,1.0
2011-04-20 00:26:48,1.0
2011-04-20 00:26:51,1.0
2011-04-20 00:26:55,1.0
2011-04-20 00:26:58,1.0
2011-04-20 00:27:02,1.0
2011-04-20 00:27:05,1.0
2011-04-20 00:27:09,1.0
2011-04-20 00:27:17,1.0
2011-04-20 00:27:21,1.0
2011-04-20 00:27:24,1.0
2011-04-20 00:27:28,1.0
2011-04-20 00:27:31,1.0
2011-04-20 00:27:35,1.0
2011-04-20 00:27:38,1.0
2011-04-20 00:27:42,1.0
2011-04-20 00:27:45,1.0
2011-04-20 00:27:49,1.0
2011-04-20 00:27:52,1.0
2011-04-20 00:27:56,1.0
2011-04-20 00:27:59,1.0
2011-04-20 00:28:02,1.0
2011-04-20 00:28:06,1.0
2011-04-20 00:28:09,1.0
2011-04-20 00:28:18,1.0
2011-04-20 00:28:22,1.0
2011-04-20 00:28:25,1.0
2011-04-20 00:28:28,1.0
2011-04-20 00:28:32,2.0
2011-04-20 00:28:35,1.0
2011-04-20 00:28:39,1.0
2011-04-20 00:28:42,1.0
2011-04-20 00:28:46,1.0
2011-04-20 00:28:49,1.0
2011-04-20 00:28:53,1.0
2011-04-20 00:28:56,1.0
2011-04-20 00:28:59,1.0
2011-04-20 00:29:03,1.0
2011-04-20 00:29:06,1.0
2011-04-20 00:29:10,1.0
2011-04-20 00:29:18,1.0
2011-04-20 00:29:22,1.0
2011-04-20 00:29:25,1.0
2011-04-20 00:29:29,1.0
2011-04-20 00:29:32,1.0
2011-04-20 00:29:36,1.0
2011-04-20 00:29:39,1.0
2011-04-20 00:29:42,1.0
2011-04-20 00:29:46,1.0
2011-04-20 00:29:49,1.0
2011-04-20 00:29:53,1.0
2011-04-20 00:29:56,1.0
2011-04-20 00:30:00,1.0
2011-04-20 00:30:03,1.0
2011-04-20 00:30:07,1.0
2011-04-20 00:30:10,1.0
2011-04-20 00:30:19,1.0
2011-04-20 00:30:23,1.0
2011-04-20 00:30:26,1.0
2011-04-20 00:30:30,1.0
2011-04-20 00:30:33,1.0
2011-04-20 00:30:37,1.0
2011-04-20 00:30:40,1.0
2011-04-20 00:30:44,1.0
2011-04-20 00:30:47,1.0
2011-04-20 00:30:51,1.0
2011-04-20 00:30:54,1.0
2011-04-20 00:30:57,1.0
2011-04-20 00:31:01,1.0
2011-04-20 00:31:04,1.0
2011-04-20 00:31:08,1.0
2011-04-20 00:31:11,1.0
2011-04-20 00:31:20,1.0
2011-04-20 00:31:23,1.0
2011-04-20 00:31:27,1.0
2011-04-20 00:31:30,1.0
2011-04-20 00:31:33,1.0
2011-04-20 00:31:37,1.0
2011-04-20 00:31:40,1.0
2011-04-20 00:31:44,1.0
2011-04-20 00:31:47,1.0
2011-04-20 00:31:50,1.0
2011-04-20 00:31:54,1.0
2011-04-20 00:31:57,1.0
2011-04-20 00:32:01,1.0
2011-04-20 00:32:04,1.0
2011-04-20 00:32:08,1.0
2011-04-20 00:32:16,1.0
2011-04-20 00:32:20,1.0
2011-04-20 00:32:23,1.0
2011-04-20 00:32:27,1.0
2011-04-20 00:32:30,1.0
2011-04-20 00:32:34,1.0
2011-04-20 00:32:37,1.0
2011-04-20 00:32:41,1.0
2011-04-20 00:32:44,1.0
2011-04-20 00:32:48,1.0
2011-04-20 00:32:51,1.0
2011-04-20 00:32:55,1.0
2011-04-20 00:32:58,1.0
2011-04-20 00:33:02,1.0
2011-04-20 00:33:05,1.0
2011-04-20 00:33:08,1.0
2011-04-20 00:33:17,1.0
2011-04-20 00:33:21,1.0
2011-04-20 00:33:24,1.0
2011-04-20 00:33:28,1.0
2011-04-20 00:33:31,1.0
2011-04-20 00:33:34,1.0
2011-04-20 00:33:38,1.0
2011-04-20 00:33:41,1.0
2011-04-20 00:33:45,1.0
2011-04-20 00:33:48,1.0
2011-04-20 00:33:52,1.0
2011-04-20 00:33:55,1.0
2011-04-20 00:33:58,1.0
2011-04-20 00:34:02,1.0
2011-04-20 00:34:05,1.0
2011-04-20 00:34:09,1.0
2011-04-20 00:34:18,1.0
2011-04-20 00:34:21,1.0
2011-04-20 00:34:24,1.0
2011-04-20 00:34:28,1.0
2011-04-20 00:34:31,1.0
2011-04-20 00:34:35,1.0
2011-04-20 00:34:38,1.0
2011-04-20 00:34:42,1.0
2011-04-20 00:34:45,1.0
2011-04-20 00:34:49,1.0
2011-04-20 00:34:52,1.0
2011-04-20 00:34:55,1.0
2011-04-20 00:34:59,1.0
2011-04-20 00:35:02,1.0
2011-04-20 00:35:06,1.0
2011-04-20 00:35:09,1.0
2011-04-20 00:35:18,1.0
2011-04-20 00:35:21,1.0
2011-04-20 00:35:25,1.0
2011-04-20 00:35:28,1.0
